Flag,"Vessel Name",Imo,"Time Of Latest Position",Latitude,Longitude,Speed,Course
Chile,TALBOR,9244178,"2025-11-25 09:27 (UTC -3)",-34.230145,-72.431763,7.5,184
Chile,ALF,9251913,"2025-11-25 09:38 (UTC -3)",-37.029778,-73.162788,0.0,197
Chile,PELICANO,9105671,"2025-11-25 09:38 (UTC -3)",-35.003586,-72.650536,11.6,194
Chile,"SAN JOSE",9184407,"2025-11-25 09:36 (UTC -3)",-37.030468,-73.163963,0.1,151
Chile,"CORSARIO I",9148477,"2025-11-25 09:38 (UTC -3)",-34.24448,-72.41523,12.1,42
Chile,"MARIA JOSE",9145499,"2025-11-25 09:38 (UTC -3)",-35.029274,-73.339218,12.5,45
Chile,CAZADOR,9151046,"2025-11-25 09:38 (UTC -3)",-35.445808,-73.243103,11.5,24
Chile,RUTH,9244166,"2025-11-25 09:00 (UTC -3)",-37.028393,-73.164452,0.1,133
Chile,VENTISQUERO,9143324,"2025-11-25 09:38 (UTC -3)",-37.027935,-73.162033,0.1,270
Chile,LONCO,9165138,"2025-11-25 09:39 (UTC -3)",-34.226223,-72.452637,6.1,327
Chile,VESTERVEG,9163013,"2025-11-25 09:37 (UTC -3)",-37.028515,-73.163681,0.0,72
Chile,PEHUENCO,9124457,"2025-11-25 09:39 (UTC -3)",-36.815479,-73.507637,1.3,60
Chile,"BUCANERO I",9148489,"2025-11-25 09:37 (UTC -3)",-37.026512,-73.156296,0.0,286
Chile,"CENTINELA I",9657210,"2025-11-25 09:37 (UTC -3)",-34.313126,-72.511971,0.3,157
Chile,"DON JULIO",9114335,"2025-11-25 09:39 (UTC -3)",-34.948723,-73.223877,13.1,45
Chile,"DON ALFONSO",9169251,"2025-11-25 09:34 (UTC -3)",-34.998653,-73.348114,11.8,39
Chile,"DON EDMUNDO",9160918,"2025-11-25 09:37 (UTC -3)",-36.727554,-73.131531,0.0,219
Chile,"DON MANUEL",9141560,"2025-11-25 09:37 (UTC -3)",-36.11689,-73.014816,12.8,23
Chile,QUERELEMA,9073646,"2025-11-19 11:45 (UTC -3)",-33.037628,-71.623138,0.0,203
Chile,"YELCHO I",9111785,"2025-11-25 09:37 (UTC -3)",-34.26487,-72.478615,10.3,247
Chile,ERIKA,8505460,"2025-11-25 09:39 (UTC -3)",-36.725838,-73.130997,0.0,278
Chile,RAPANUI,9123063,"2025-11-13 08:34 (UTC -3)",-36.696632,-73.100319,0.0,334
Chile,"DON BORIS",9145504,"2025-11-25 09:38 (UTC -3)",-36.731373,-73.12825,0.0,207
Chile,"DON TITO",9105827,"2025-11-25 09:38 (UTC -3)",-36.731178,-73.128235,0.1,116
Chile,"VICHUQUEN II",9171668,"2025-11-25 09:33 (UTC -3)",-37.099937,-73.162094,0.1,234
Chile,JAVIER,9050046,"2025-11-25 09:35 (UTC -3)",-37.027714,-73.161194,0.1,222
Chile,"CORAL I",9044982,"2025-11-25 09:38 (UTC -3)",-35.771667,-72.881668,12.0,13
Chile,"SANTA MARIA II",9141584,"2025-11-25 09:38 (UTC -3)",-37.101665,-73.165001,0.0,46
Chile,LIDER,9169237,"2025-11-25 09:39 (UTC -3)",-37.027901,-73.162331,0.1,95
Chile,COBRA,9160695,"2025-11-25 09:36 (UTC -3)",-36.725853,-73.13076,0.0,355
